ko	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24
K03269	159.0	193.0	28.0	103.0	208.0	56.0	211.0	104.0	140.0	163.0	98.0	39.0	92.0	18.0	52.0	51.0	142.0	142.0	97.0	47.0	2.0	18.0	82.0	151.0	108.0
K03299	42.0	26.0	18.0	42.0	29.0	18.0	1.0	5.0	83.0	41.0	84.0		71.0	17.0	3.0	34.0	49.0	60.0	100.0	23.0		5.0	18.0	10.0	114.0
K03303	2.0	2.0	1.0	12.0	3.0	2.0		3.0	11.0	7.0	11.0	2.0	13.0			4.0	5.0	7.0	8.0	3.0		4.0	3.0	6.0	16.0
K03313	137.0	96.0	63.0	232.0	107.0	76.0	1.0	13.0	355.0	156.0	417.0	41.0	396.0	76.0	18.0	236.0	174.0	294.0	348.0	118.0		39.0	150.0	48.0	457.0
K03320	1.0																								
K03325	1.0				1.0	1.0		3.0		1.0			2.0		1.0		1.0	5.0	2.0				1.0	1.0	3.0
K03402	58.0	52.0	90.0	221.0	75.0	72.0		308.0	269.0	89.0	198.0	70.0	218.0	32.0	167.0	93.0	334.0	204.0	174.0	99.0	5.0	34.0	122.0	184.0	204.0
K03406	8354.0	9536.0	2490.0	5729.0	9770.0	3678.0	10311.0	6470.0	8234.0	8649.0	7028.0	2720.0	6417.0	1809.0	4154.0	3797.0	7274.0	8028.0	5891.0	2885.0	689.0	1398.0	4947.0	7480.0	7804.0
K03408	3.0	4.0	1.0	11.0	5.0	3.0		5.0	18.0	5.0	14.0	3.0	15.0	3.0	2.0	9.0	7.0	9.0	18.0	3.0			6.0	7.0	21.0
K03409	46.0	48.0	62.0	142.0	59.0	40.0	1.0	171.0	216.0	72.0	154.0	35.0	187.0	24.0	82.0	91.0	226.0	161.0	146.0	56.0	4.0	31.0	81.0	109.0	207.0
K03411	469.0	553.0	47.0	197.0	533.0	143.0	608.0	20.0	376.0	473.0	378.0	73.0	310.0	75.0	58.0	223.0	145.0	372.0	316.0	98.0	1.0	23.0	197.0	280.0	461.0
K03414	52.0	51.0	19.0	32.0	39.0	18.0	51.0	63.0	62.0	42.0	51.0	21.0	45.0	9.0	31.0	23.0	62.0	47.0	31.0	14.0	1.0	3.0	32.0	49.0	58.0
K03424	95.0	111.0	68.0	65.0	114.0	55.0	126.0	88.0	106.0	103.0	75.0	50.0	96.0	61.0	88.0	86.0	88.0	84.0	92.0	77.0	44.0	47.0	83.0	99.0	92.0
K03426	27.0	31.0	42.0	94.0	38.0	36.0		124.0	143.0	45.0	134.0	21.0	130.0	28.0	58.0	64.0	106.0	113.0	107.0	36.0	2.0	21.0	62.0	80.0	114.0
K03438	226.0	282.0	98.0	151.0	269.0	167.0	314.0	186.0	187.0	284.0	216.0	128.0	201.0	97.0	161.0	257.0	151.0	194.0	211.0	157.0	130.0	93.0	164.0	237.0	220.0
K03439	35.0	40.0	4.0	21.0	27.0	3.0	35.0	4.0	19.0	23.0	20.0	7.0	17.0	7.0	7.0	13.0	9.0	27.0	20.0	7.0		1.0	10.0	18.0	20.0
K03455	4.0	3.0		5.0	6.0		6.0	1.0	6.0	6.0	5.0	1.0	2.0	1.0	1.0	3.0	2.0	7.0	3.0				2.0	6.0	4.0
K03464	56.0	40.0	27.0	103.0	59.0	21.0	1.0	6.0	154.0	67.0	185.0	23.0	147.0	29.0	8.0	112.0	78.0	146.0	153.0	39.0	1.0	11.0	54.0	18.0	228.0
K03465	11.0	4.0	33.0	18.0	3.0	34.0	3.0	4.0	5.0	1.0	22.0	33.0	13.0	46.0	27.0	63.0	4.0	7.0	39.0	32.0	40.0	40.0	21.0	7.0	16.0
K03466	1982.0	2441.0	325.0	955.0	2385.0	706.0	2663.0	1170.0	1561.0	2008.0	1250.0	480.0	1013.0	238.0	834.0	650.0	1236.0	1548.0	992.0	452.0	25.0	159.0	883.0	1525.0	1381.0
K03469	92.0	157.0	8.0	29.0	109.0	36.0	126.0	12.0	63.0	97.0	98.0	24.0	63.0	23.0	18.0	99.0	19.0	60.0	78.0	31.0	12.0	16.0	45.0	59.0	90.0
K03470	4.0	14.0		3.0	6.0	1.0	6.0	1.0	8.0	3.0	6.0		5.0	1.0		5.0	2.0	5.0	10.0	2.0		2.0	4.0	3.0	7.0
K03474	38.0	45.0	16.0	28.0	36.0	29.0	43.0	30.0	44.0	43.0	36.0	19.0	30.0	25.0	21.0	50.0	25.0	33.0	39.0	24.0	10.0	20.0	23.0	39.0	39.0
K03497	480.0	564.0	120.0	258.0	542.0	174.0	629.0	238.0	381.0	470.0	284.0	133.0	304.0	114.0	198.0	181.0	270.0	372.0	221.0	138.0	55.0	79.0	245.0	345.0	346.0
K03501	368.0	428.0	75.0	195.0	475.0	163.0	449.0	164.0	280.0	398.0	274.0	101.0	223.0	87.0	143.0	229.0	192.0	287.0	222.0	131.0	56.0	66.0	176.0	289.0	296.0
K03503	17.0	27.0		1.0	25.0	6.0	28.0	3.0	1.0	19.0	7.0	2.0	4.0	1.0	1.0	12.0		5.0	7.0	3.0			3.0	5.0	8.0
K03517	358.0	376.0	133.0	172.0	346.0	214.0	420.0	211.0	262.0	327.0	286.0	170.0	248.0	135.0	191.0	425.0	195.0	280.0	318.0	198.0	181.0	145.0	231.0	258.0	287.0
K03521	273.0	203.0	332.0	786.0	321.0	235.0	3.0	973.0	925.0	305.0	831.0	208.0	882.0	175.0	441.0	454.0	1053.0	817.0	707.0	320.0	34.0	103.0	458.0	548.0	866.0
K03522	16.0	5.0	19.0	38.0	15.0	12.0	1.0	50.0	55.0	20.0	43.0	5.0	44.0	9.0	18.0	25.0	46.0	35.0	35.0	19.0	2.0	10.0	19.0	19.0	31.0
K03523	7.0	5.0	35.0	13.0		42.0		13.0	8.0	5.0	36.0	40.0	29.0	41.0	25.0	92.0	6.0	17.0	40.0	47.0	46.0	49.0	27.0	10.0	27.0
K03525	228.0	270.0	68.0	158.0	298.0	102.0	297.0	224.0	212.0	223.0	144.0	86.0	138.0	42.0	151.0	89.0	221.0	198.0	100.0	77.0	20.0	35.0	134.0	235.0	164.0
K03526	111.0	105.0	220.0	288.0	78.0	244.0	6.0	282.0	272.0	105.0	414.0	193.0	346.0	186.0	211.0	577.0	274.0	263.0	450.0	283.0	226.0	206.0	234.0	202.0	348.0
K03527	251.0	181.0	342.0	685.0	210.0	311.0	4.0	796.0	742.0	266.0	797.0	309.0	756.0	251.0	433.0	761.0	890.0	583.0	761.0	436.0	246.0	325.0	457.0	541.0	701.0
K03528	30.0	37.0	54.0	110.0	51.0	26.0		111.0	129.0	60.0	139.0	31.0	125.0	28.0	44.0	68.0	133.0	125.0	123.0	50.0	3.0	14.0	64.0	75.0	134.0
K03530	25.0	34.0	12.0	13.0	30.0	12.0	39.0	18.0	21.0	26.0	17.0	11.0	13.0	4.0	13.0	12.0	20.0	26.0	15.0	9.0	4.0	6.0	19.0	20.0	25.0
K03531	13.0	18.0	21.0	21.0	12.0	15.0	3.0	20.0	22.0	20.0	30.0	15.0	21.0	20.0	25.0	48.0	28.0	21.0	39.0	30.0	25.0	18.0	13.0	17.0	24.0
K03536	840.0	953.0	359.0	467.0	980.0	456.0	1146.0	439.0	549.0	835.0	453.0	377.0	423.0	322.0	442.0	325.0	474.0	629.0	432.0	307.0	324.0	262.0	462.0	699.0	549.0
K03544	50.0	71.0	24.0	44.0	65.0	34.0	63.0	40.0	40.0	57.0	68.0	27.0	42.0	21.0	30.0	68.0	34.0	51.0	55.0	31.0	22.0	27.0	38.0	63.0	39.0
K03545	241.0	244.0	89.0	160.0	301.0	104.0	330.0	131.0	202.0	245.0	206.0	103.0	151.0	71.0	112.0	167.0	147.0	223.0	178.0	99.0	66.0	78.0	127.0	195.0	163.0
K03547	2.0	2.0	1.0	9.0	3.0	2.0		9.0	12.0	3.0	10.0		7.0	1.0	10.0	7.0	12.0	8.0	10.0	4.0		3.0	6.0	6.0	8.0
K03550	139.0	181.0	49.0	101.0	172.0	54.0	193.0	119.0	126.0	141.0	120.0	39.0	96.0	27.0	103.0	145.0	105.0	117.0	127.0	90.0	21.0	34.0	78.0	120.0	143.0
K03553	459.0	535.0	206.0	277.0	518.0	267.0	590.0	276.0	374.0	450.0	404.0	217.0	344.0	156.0	259.0	539.0	257.0	387.0	435.0	276.0	208.0	163.0	281.0	425.0	356.0
K03554	19.0	12.0	34.0	64.0	26.0	27.0		121.0	77.0	31.0	61.0	30.0	79.0	15.0	49.0	31.0	103.0	76.0	77.0	33.0	4.0	16.0	54.0	74.0	72.0
K03557	17.0	25.0	6.0	10.0	24.0	15.0	31.0	20.0	26.0	23.0	22.0	7.0	22.0	3.0	12.0	8.0	21.0	24.0	16.0	4.0		3.0	6.0	18.0	27.0
K03558	88.0	87.0	71.0	282.0	94.0	78.0	1.0	314.0	332.0	109.0	261.0	67.0	295.0	69.0	151.0	165.0	408.0	289.0	232.0	106.0	11.0	68.0	157.0	208.0	301.0
K03559	1217.0	1278.0	798.0	1471.0	1293.0	836.0	1148.0	1564.0	1855.0	1373.0	1611.0	783.0	1657.0	652.0	1035.0	870.0	1858.0	1689.0	1465.0	799.0	410.0	551.0	1067.0	1341.0	1724.0
K03561	539.0	548.0	344.0	807.0	595.0	348.0	406.0	912.0	1080.0	632.0	915.0	269.0	931.0	186.0	502.0	522.0	1084.0	830.0	797.0	363.0	73.0	167.0	518.0	680.0	925.0
K03563	545.0	716.0	113.0	319.0	743.0	250.0	844.0	418.0	470.0	655.0	381.0	178.0	319.0	79.0	284.0	208.0	407.0	512.0	310.0	127.0	14.0	52.0	278.0	506.0	406.0
K03565	218.0	313.0	19.0	60.0	246.0	64.0	312.0	40.0	132.0	213.0	90.0	29.0	74.0	15.0	66.0	59.0	47.0	128.0	83.0	25.0	2.0	12.0	69.0	155.0	121.0
K03567	4.0	1.0	6.0	12.0	4.0	3.0		27.0	21.0	2.0	7.0	1.0	8.0	2.0	19.0	4.0	16.0	17.0	4.0	6.0	1.0	3.0	9.0	8.0	7.0
K03569	126.0	182.0	76.0	123.0	163.0	94.0	178.0	111.0	130.0	122.0	150.0	80.0	127.0	70.0	97.0	176.0	116.0	129.0	160.0	88.0	70.0	76.0	116.0	146.0	163.0
K03570	374.0	460.0	143.0	240.0	424.0	202.0	436.0	270.0	333.0	366.0	278.0	134.0	275.0	101.0	190.0	224.0	281.0	327.0	264.0	142.0	76.0	94.0	210.0	334.0	298.0
K03571	202.0	210.0	91.0	202.0	213.0	108.0	181.0	245.0	283.0	191.0	230.0	85.0	214.0	66.0	149.0	124.0	302.0	260.0	192.0	89.0	20.0	60.0	165.0	247.0	253.0
K03573	112.0	76.0	103.0	272.0	98.0	76.0		333.0	380.0	116.0	312.0	84.0	291.0	73.0	147.0	189.0	369.0	270.0	258.0	120.0	8.0	56.0	152.0	201.0	300.0
K03574	3.0	2.0	1.0	4.0	1.0	6.0		1.0	10.0	3.0	5.0	2.0	7.0	3.0	4.0	2.0		4.0	3.0	5.0	1.0	1.0	5.0		7.0
K03575	47.0	55.0	11.0	15.0	52.0	12.0	61.0	16.0	18.0	43.0	26.0	7.0	22.0	3.0	16.0	15.0	13.0	50.0	31.0	10.0		2.0	13.0	23.0	22.0
K03584	404.0	443.0	317.0	299.0	411.0	345.0	456.0	196.0	342.0	394.0	458.0	306.0	378.0	307.0	268.0	433.0	233.0	349.0	446.0	312.0	337.0	296.0	299.0	335.0	415.0
K03586	132.0	135.0	53.0	168.0	138.0	64.0	96.0	191.0	232.0	144.0	206.0	64.0	180.0	34.0	98.0	114.0	245.0	198.0	186.0	82.0	11.0	33.0	120.0	185.0	222.0
K03589	191.0	240.0	29.0	90.0	213.0	71.0	286.0	82.0	139.0	187.0	90.0	60.0	99.0	27.0	70.0	63.0	101.0	124.0	91.0	44.0	15.0	25.0	67.0	151.0	135.0
K03590	34.0	47.0	2.0	6.0	63.0	6.0	73.0	7.0	14.0	41.0	8.0	7.0	7.0	1.0	11.0	2.0	5.0	16.0	4.0	2.0		1.0	14.0	30.0	15.0
K03591	7.0	6.0	7.0	18.0	4.0	5.0		23.0	28.0	8.0	19.0	11.0	22.0	3.0	9.0	10.0	35.0	18.0	14.0	9.0	1.0	3.0	10.0	17.0	22.0
K03593	201.0	273.0	73.0	90.0	298.0	102.0	325.0	144.0	147.0	214.0	168.0	74.0	101.0	58.0	100.0	173.0	122.0	156.0	126.0	116.0	61.0	72.0	113.0	182.0	136.0
K03594	22.0	18.0	34.0	77.0	27.0	27.0		91.0	77.0	37.0	72.0	18.0	78.0	11.0	49.0	39.0	117.0	61.0	56.0	39.0	2.0	16.0	40.0	60.0	78.0
K03597	16.0	11.0	20.0	47.0	20.0	11.0		61.0	60.0	13.0	64.0	10.0	48.0	10.0	24.0	29.0	55.0	54.0	44.0	17.0	3.0	10.0	24.0	28.0	49.0
K03600	765.0	934.0	131.0	350.0	898.0	291.0	1101.0	468.0	657.0	856.0	466.0	200.0	386.0	83.0	328.0	263.0	527.0	591.0	394.0	163.0	19.0	81.0	361.0	669.0	536.0
K03601	2.0	1.0	2.0	1.0				2.0	1.0	2.0	3.0		3.0	2.0	4.0	3.0	3.0	3.0	3.0			1.0	1.0	4.0	7.0
K03602	214.0	185.0	110.0	278.0	204.0	119.0	124.0	345.0	427.0	216.0	400.0	94.0	419.0	59.0	187.0	381.0	400.0	370.0	381.0	183.0	36.0	59.0	193.0	260.0	417.0
K03607	125.0	79.0	129.0	308.0	125.0	90.0	2.0	335.0	404.0	129.0	405.0	91.0	391.0	98.0	138.0	213.0	420.0	335.0	344.0	133.0	9.0	71.0	187.0	236.0	388.0
K03608	654.0	764.0	358.0	378.0	688.0	451.0	810.0	444.0	519.0	650.0	572.0	336.0	488.0	297.0	383.0	927.0	363.0	494.0	609.0	429.0	352.0	291.0	444.0	537.0	572.0
K03610	701.0	937.0	405.0	468.0	835.0	517.0	940.0	420.0	606.0	766.0	673.0	384.0	615.0	352.0	474.0	898.0	484.0	627.0	722.0	495.0	372.0	354.0	540.0	681.0	671.0
K03611	100.0	75.0	122.0	274.0	116.0	86.0		317.0	324.0	110.0	316.0	80.0	290.0	74.0	152.0	155.0	343.0	263.0	273.0	108.0	6.0	29.0	149.0	216.0	298.0
K03612	10.0	12.0		3.0	10.0	4.0	16.0	7.0	7.0	14.0	3.0	3.0	5.0		7.0	2.0	5.0	10.0	1.0	1.0			5.0	10.0	2.0
K03615	50.0	34.0	9.0	16.0	55.0	11.0	44.0	4.0	45.0	31.0	38.0	10.0	24.0	10.0	8.0	18.0	17.0	26.0	27.0	10.0	1.0	4.0	19.0	28.0	38.0
K03616	14.0	15.0	7.0	22.0	10.0	9.0		19.0	35.0	15.0	43.0	6.0	40.0	7.0	4.0	24.0	26.0	31.0	31.0	12.0		2.0	11.0	16.0	49.0
K03621	281.0	325.0	126.0	140.0	274.0	150.0	341.0	169.0	183.0	259.0	218.0	112.0	145.0	87.0	122.0	313.0	126.0	183.0	241.0	156.0	102.0	107.0	173.0	202.0	178.0
K03625	43.0	42.0	19.0	17.0	46.0	29.0	63.0	27.0	30.0	41.0	26.0	18.0	16.0	21.0	21.0	7.0	23.0	27.0	17.0	15.0	10.0	17.0	24.0	38.0	32.0
K03628	151.0	178.0	18.0	56.0	157.0	49.0	187.0	79.0	91.0	139.0	82.0	36.0	84.0	15.0	44.0	41.0	84.0	100.0	61.0	36.0	1.0	15.0	57.0	127.0	76.0
K03630	893.0	897.0	501.0	769.0	1034.0	493.0	1006.0	818.0	993.0	943.0	776.0	476.0	791.0	384.0	611.0	428.0	995.0	1012.0	717.0	440.0	213.0	309.0	617.0	872.0	918.0
K03634	332.0	394.0	78.0	217.0	364.0	136.0	430.0	252.0	270.0	312.0	231.0	105.0	233.0	49.0	149.0	126.0	249.0	298.0	187.0	92.0	5.0	24.0	181.0	294.0	270.0
K03635	1319.0	1463.0	655.0	696.0	1542.0	811.0	1757.0	686.0	919.0	1275.0	675.0	685.0	686.0	604.0	755.0	368.0	763.0	844.0	600.0	646.0	524.0	543.0	782.0	1147.0	768.0
K03636	38.0	40.0	65.0	36.0	51.0	45.0	45.0	6.0	17.0	44.0	21.0	51.0	31.0	57.0	43.0	10.0	21.0	26.0	15.0	57.0	63.0	78.0	42.0	22.0	24.0
K03637	739.0	869.0	295.0	374.0	874.0	380.0	1045.0	387.0	494.0	747.0	330.0	306.0	357.0	243.0	377.0	181.0	466.0	524.0	240.0	273.0	230.0	269.0	423.0	643.0	406.0
K03642	219.0	120.0	375.0	498.0	173.0	335.0	8.0	469.0	500.0	227.0	399.0	385.0	483.0	359.0	377.0	249.0	538.0	482.0	443.0	383.0	339.0	384.0	439.0	299.0	476.0
K03643	11.0	15.0	18.0	61.0	13.0	25.0	1.0	134.0	82.0	22.0	37.0	27.0	43.0	12.0	61.0	20.0	106.0	65.0	50.0	25.0	2.0	17.0	40.0	78.0	52.0
K03644	107.0	102.0	72.0	59.0	124.0	80.0	106.0	73.0	80.0	75.0	96.0	61.0	76.0	70.0	64.0	126.0	59.0	90.0	109.0	87.0	83.0	79.0	70.0	79.0	69.0
K03645	10.0	2.0	9.0	14.0	15.0	7.0		20.0	28.0	5.0	23.0	4.0	21.0	2.0	10.0	10.0	29.0	23.0	24.0	7.0	1.0	1.0	11.0	16.0	29.0
K03648	696.0	798.0	145.0	419.0	779.0	236.0	803.0	439.0	675.0	725.0	551.0	177.0	496.0	98.0	310.0	350.0	603.0	661.0	451.0	227.0	16.0	74.0	369.0	560.0	584.0
K03652	86.0	71.0	240.0	200.0	55.0	259.0	3.0	85.0	97.0	90.0	295.0	235.0	253.0	267.0	182.0	609.0	70.0	133.0	375.0	325.0	343.0	288.0	198.0	95.0	263.0
K03664	1500.0	1686.0	648.0	830.0	1559.0	903.0	1877.0	828.0	1090.0	1448.0	1281.0	660.0	987.0	622.0	831.0	1590.0	796.0	1126.0	1283.0	833.0	712.0	665.0	850.0	1240.0	1201.0
K03666	751.0	968.0	163.0	374.0	927.0	293.0	1051.0	522.0	601.0	848.0	445.0	203.0	383.0	86.0	319.0	235.0	511.0	602.0	349.0	201.0	22.0	61.0	370.0	640.0	486.0
K03668	12.0	7.0	39.0	82.0	14.0	37.0		190.0	110.0	17.0	39.0	26.0	50.0	5.0	72.0	28.0	126.0	77.0	40.0	39.0	6.0	19.0	44.0	103.0	44.0
K03671	143.0	139.0	78.0	66.0	152.0	93.0	197.0	67.0	63.0	127.0	71.0	71.0	66.0	73.0	59.0	118.0	59.0	82.0	75.0	79.0	94.0	82.0	78.0	98.0	69.0
K03673	120.0	134.0	8.0	42.0	128.0	37.0	187.0	26.0	61.0	107.0	42.0	14.0	32.0	7.0	36.0	28.0	34.0	72.0	30.0	12.0		3.0	42.0	74.0	51.0
K03676	18.0	18.0	6.0	12.0	19.0	13.0	26.0	10.0	21.0	21.0	16.0	8.0	16.0	8.0	14.0	7.0	16.0	21.0	10.0	11.0	7.0	11.0	12.0	15.0	17.0
K03683	221.0	247.0	46.0	120.0	257.0	83.0	255.0	151.0	171.0	201.0	104.0	49.0	113.0	24.0	87.0	52.0	150.0	171.0	131.0	40.0	2.0	16.0	102.0	173.0	124.0
K03687	1310.0	1561.0	650.0	825.0	1390.0	840.0	1620.0	846.0	1086.0	1320.0	1172.0	630.0	977.0	532.0	754.0	1439.0	792.0	1119.0	1189.0	787.0	578.0	532.0	874.0	1109.0	1094.0
K03689	8.0	13.0	39.0	16.0	1.0	42.0	1.0	23.0	12.0	9.0	59.0	29.0	31.0	43.0	27.0	168.0	5.0	24.0	92.0	48.0	48.0	39.0	28.0	18.0	40.0
K03690	7.0	10.0	2.0	2.0	6.0	6.0	10.0	12.0	7.0	5.0	1.0	2.0			7.0		4.0	4.0		1.0		2.0	5.0	6.0	2.0
K03704	165.0	189.0	61.0	152.0	196.0	55.0	194.0	142.0	206.0	164.0	148.0	47.0	163.0	34.0	80.0	100.0	177.0	188.0	136.0	64.0	4.0	25.0	108.0	149.0	182.0
K03705	394.0	422.0	122.0	55.0	418.0	194.0	541.0	17.0	81.0	342.0	52.0	187.0	37.0	181.0	136.0	21.0	12.0	140.0	29.0	117.0	158.0	141.0	169.0	176.0	89.0
K03709	40.0	45.0		1.0	51.0	9.0	74.0	1.0	10.0	32.0	6.0	5.0		1.0	7.0	2.0		16.0	1.0	1.0			9.0	26.0	6.0
K03734	1170.0	1405.0	282.0	739.0	1431.0	473.0	1569.0	1006.0	1090.0	1218.0	818.0	352.0	702.0	144.0	582.0	413.0	1129.0	1090.0	685.0	330.0	26.0	120.0	624.0	1211.0	916.0
K03743	41.0	55.0	13.0	24.0	34.0	29.0	62.0	48.0	37.0	48.0	65.0	11.0	38.0	9.0	29.0	65.0	34.0	33.0	36.0	22.0	12.0	13.0	26.0	46.0	32.0
K03745	114.0	134.0	34.0	111.0	161.0	61.0	159.0	93.0	163.0	131.0	140.0	33.0	111.0	33.0	62.0	72.0	127.0	133.0	133.0	53.0	3.0	19.0	89.0	133.0	168.0
K03746	32.0	31.0	12.0	69.0	31.0	22.0	2.0	5.0	97.0	41.0	124.0	10.0	134.0	35.0	3.0	74.0	39.0	77.0	119.0	29.0		10.0	35.0	19.0	139.0
K03747	16.0	13.0	16.0	41.0	8.0	8.0		49.0	42.0	17.0	34.0	5.0	57.0	13.0	18.0	30.0	46.0	31.0	35.0	27.0	1.0	8.0	18.0	26.0	44.0
K03748	1.0		4.0	3.0		6.0				1.0		5.0	1.0	9.0	3.0					3.0	8.0	9.0	1.0		
K03749	2.0		1.0	1.0	1.0	2.0			3.0	3.0	6.0		5.0			5.0	3.0	2.0	2.0				1.0		4.0
K03764	5.0	5.0	12.0	27.0	10.0	8.0		40.0	39.0	14.0	37.0	9.0	42.0	4.0	20.0	14.0	51.0	40.0	36.0	15.0		6.0	23.0	21.0	38.0
K03781	800.0	540.0	635.0	1782.0	797.0	540.0	9.0	1409.0	2457.0	914.0	2355.0	424.0	2531.0	497.0	625.0	1381.0	2026.0	1897.0	2074.0	808.0	35.0	304.0	1026.0	1029.0	2602.0
K03786	7.0	7.0	4.0	8.0	11.0	3.0	15.0	10.0	10.0	15.0	7.0	7.0	10.0	4.0	5.0	5.0	4.0	9.0	11.0	3.0	1.0	7.0	1.0	12.0	9.0
K03790	1.0		1.0											1.0						2.0	1.0	1.0	2.0		
K03795	1.0		4.0	3.0		3.0				2.0	1.0	6.0	2.0	9.0	1.0		1.0			4.0	8.0	4.0	3.0	1.0	
K03796	181.0	209.0	30.0	101.0	225.0	73.0	219.0	115.0	165.0	186.0	126.0	35.0	135.0	21.0	87.0	87.0	149.0	162.0	106.0	39.0	5.0	14.0	84.0	154.0	134.0
K03797	17.0	16.0	10.0	5.0	15.0	14.0	19.0		6.0	13.0	4.0	13.0	2.0	10.0	10.0	5.0	1.0	7.0	10.0	5.0	14.0	8.0	9.0	9.0	5.0
K03803	463.0	600.0	72.0	199.0	563.0	160.0	683.0	219.0	332.0	453.0	242.0	81.0	206.0	48.0	180.0	126.0	228.0	322.0	211.0	85.0	6.0	38.0	222.0	385.0	301.0
K03805	5.0	2.0	2.0	9.0	6.0	2.0		2.0	13.0	4.0	24.0		20.0	5.0		16.0	9.0	17.0	18.0	3.0		1.0	4.0	3.0	20.0
K03808	201.0	128.0	233.0	474.0	178.0	150.0	3.0	736.0	578.0	193.0	489.0	146.0	501.0	92.0	346.0	255.0	714.0	500.0	416.0	195.0	20.0	86.0	231.0	412.0	489.0
K03809	454.0	591.0	48.0	141.0	562.0	151.0	661.0	19.0	276.0	516.0	253.0	69.0	185.0	33.0	87.0	135.0	95.0	289.0	183.0	78.0	2.0	25.0	178.0	258.0	335.0
K03811	314.0	337.0	56.0	139.0	328.0	109.0	434.0	298.0	201.0	271.0	123.0	74.0	95.0	19.0	157.0	51.0	240.0	240.0	90.0	64.0	10.0	23.0	139.0	290.0	119.0
K03812	71.0	65.0	122.0	249.0	71.0	98.0	2.0	388.0	308.0	89.0	207.0	63.0	245.0	47.0	160.0	131.0	383.0	245.0	183.0	112.0	11.0	47.0	134.0	249.0	210.0
K03818	1.0		2.0			1.0									2.0										1.0
K03820	4.0	1.0		2.0	1.0	2.0		4.0	7.0	5.0	6.0		6.0	1.0		5.0	4.0	3.0	5.0	1.0		1.0	4.0		10.0
K03824	5.0	3.0	17.0	39.0	2.0	15.0		93.0	31.0	3.0		17.0	11.0		45.0	1.0	80.0	37.0	4.0	15.0	3.0	8.0	15.0	56.0	
K03828	13.0	8.0	4.0	20.0	8.0	7.0		10.0	30.0	14.0	27.0	4.0	36.0	11.0	3.0	20.0	18.0	30.0	35.0	6.0		1.0	14.0	12.0	44.0
K03829	2.0	3.0	5.0	8.0	3.0	8.0		34.0	12.0	1.0	6.0	7.0	5.0	1.0	11.0	3.0	29.0	19.0	3.0	8.0	1.0	8.0	10.0	13.0	4.0
K03832	344.0	358.0	226.0	540.0	392.0	210.0	275.0	599.0	680.0	349.0	591.0	204.0	624.0	117.0	362.0	328.0	680.0	602.0	540.0	258.0	36.0	100.0	329.0	495.0	572.0
K03892	28.0	35.0	4.0	7.0	32.0	13.0	48.0	4.0	17.0	36.0	38.0	2.0	13.0	5.0	6.0	47.0	4.0	25.0	24.0	15.0	9.0	3.0	11.0	24.0	34.0
K03924	220.0	298.0	99.0	132.0	277.0	122.0	316.0	190.0	176.0	259.0	133.0	101.0	123.0	81.0	127.0	57.0	167.0	195.0	106.0	102.0	49.0	78.0	154.0	220.0	139.0
K03925	413.0	502.0	50.0	179.0	487.0	132.0	568.0	147.0	253.0	400.0	204.0	105.0	148.0	41.0	140.0	127.0	180.0	255.0	150.0	84.0	2.0	16.0	142.0	351.0	239.0
K03926	99.0	95.0	121.0	331.0	105.0	147.0	2.0	434.0	343.0	140.0	477.0	90.0	407.0	66.0	194.0	646.0	373.0	332.0	530.0	231.0	63.0	81.0	220.0	293.0	409.0
K03969	16.0	4.0	42.0	20.0	5.0	18.0		14.0	17.0	13.0	22.0	37.0	24.0	43.0	34.0	13.0	27.0	15.0	11.0	38.0	54.0	26.0	27.0	7.0	21.0
K03970	101.0	69.0	96.0	274.0	100.0	69.0	2.0	269.0	307.0	132.0	276.0	69.0	270.0	51.0	138.0	167.0	343.0	278.0	227.0	105.0	10.0	39.0	133.0	172.0	278.0
K03972	27.0	23.0	2.0	13.0	21.0	6.0	23.0	16.0	17.0	17.0	11.0	5.0	14.0		12.0	11.0	25.0	23.0	9.0	10.0	1.0	5.0	13.0	20.0	16.0
K03973	109.0	87.0	126.0	337.0	114.0	106.0		364.0	368.0	151.0	356.0	65.0	361.0	77.0	158.0	181.0	432.0	342.0	283.0	121.0	12.0	53.0	171.0	231.0	332.0
K03976	7.0	9.0	8.0	25.0	5.0	6.0		29.0	29.0	9.0	30.0	3.0	23.0	7.0	15.0	17.0	33.0	22.0	15.0	8.0		3.0	14.0	17.0	27.0
K03978	120.0	124.0	25.0	64.0	134.0	46.0	164.0	76.0	97.0	85.0	75.0	26.0	65.0	7.0	48.0	42.0	78.0	102.0	52.0	30.0		7.0	58.0	90.0	100.0
K03981	12.0	12.0	2.0	3.0	21.0	8.0	30.0		8.0	18.0	11.0		14.0	3.0	2.0	5.0	7.0	11.0	6.0	4.0		1.0	7.0	9.0	20.0
K04027	55.0	50.0		7.0	56.0	19.0	71.0	2.0	13.0	47.0	21.0	8.0	4.0		12.0	40.0		25.0	22.0	17.0	6.0	3.0	17.0	29.0	18.0
K04028	55.0	76.0	14.0	21.0	59.0	40.0	89.0	18.0	18.0	48.0	60.0	18.0	34.0	10.0	21.0	141.0	3.0	29.0	75.0	58.0	28.0	19.0	30.0	38.0	42.0
